,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300
mp-1202424,,,,,,,,,,,3.994e-06,8.098e-06,1.331e-05,2.458e-05,2.213e-05,3.264e-05,2.965e-05,,,,,,
mp-1204402,,,,,,,,,,,,,,,,,,,,,,,
mp-1205739,,,,,,,,,,,,,,,,2.641e-06,6.249e-06,7.525e-06,1.483e-05,6.569e-05,,,
mp-1208619,,,,,,,,,,,,,,,,,,,,,,,
mp-1209478,,,,,,,,,,,,,,,,,,,9.795e-06,1.308e-05,3.41e-05,,
mp-1210797,,,,,,,,,,,,,,,,,,,,,,,
mp-1210804,,,,,,2.316e-06,,,,,,,,,,,,,,,,,
mp-1210935,,,,,,,,,,,,,,,,3.845e-06,6.904e-06,7.74e-06,1.958e-05,2.537e-05,3.284e-05,4.318e-05,5.417e-05
mp-1210989,,,,,,,,,,,,,,,,4.173e-06,4.396e-06,7.007e-06,1.598e-05,2.729e-05,2.484e-05,5.533e-05,6.029e-05
mp-1211142,,,,,,,,,,,,,,,,,,,,,,,
mp-1211168,,,,,,,,,,,,,,,4.179e-06,9.699e-06,1.167e-05,2.146e-05,0.0001305,,,,
mp-1211213,,,,,,,,,,,,,,,2.654e-06,1.824e-06,5.334e-06,6.498e-06,1.495e-05,3.179e-05,3.794e-05,4.929e-05,5.551e-05
mp-1211214,,,,,,,,,,,,,3.88e-06,6.645e-06,5.141e-06,2.271e-05,3.277e-05,,,,,,
mp-1211226,,,,,,,,,,,,,,,,2.805e-06,6.357e-06,7.644e-06,1.501e-05,2.496e-05,3.284e-05,3.454e-05,4.195e-05
mp-1211248,,,,,,,,,,,,,,,,1.632e-06,6.884e-06,2.553e-06,2.262e-05,2.974e-05,2.906e-05,4.967e-05,4.666e-05
mp-1211256,,,,,,,,,,,,,,,,5.274e-06,6.505e-06,1.005e-05,2.05e-05,2.168e-05,3.055e-05,5.24e-05,6.057e-05
mp-1211340,,,,,,,2.892e-06,6.52e-06,9.872e-06,2.028e-05,2.616e-05,3.021e-05,3.692e-05,4.6e-05,6.504e-05,,,,,,,,
mp-1211386,,,,,,,,,,,,,,,2.607e-06,6.422e-06,5.891e-06,9.971e-06,1.727e-05,2.678e-05,2.922e-05,4.032e-05,7.062e-05
mp-1211435,,,,,,,,,,,,,,,,,,,,,,,
mp-1211468,,,,,,,2.624e-06,7.606e-06,1.242e-05,1.94e-05,2.37e-05,3.051e-05,3.901e-05,5.176e-05,6.761e-05,,,,,,,,
mp-1211480,,,,,,,,,,,,,,,,,,,,,,,
mp-1211494,,,,,,,,,,,,2.112e-06,,,,,,,,,,,
mp-1211541,,,,,,,,4.87e-06,8.078e-06,1.33e-05,2.357e-05,3.289e-05,4.011e-05,,,,,,,,,,
mp-1211542,,,,,,,,,,,,,,,,,4.451e-06,7.139e-06,6.312e-06,2.104e-05,3.353e-05,4.711e-05,5.067e-05
mp-1211585,,,,,,,,,,,,,,,,,,,,,,,
mp-1211646,,,,,,,,,,,,,,,,,,7.582e-06,1.186e-05,2.511e-05,2.963e-05,4.353e-05,4.789e-05
mp-1211772,,,,,,,,,,,,,,,,,,,,,,,
mp-1212059,,,,,,,,,,,,,,,,,,,,,,,
mp-1212130,,,,,,,,,,,,,,,,,,,,,,,
mp-1212171,,,,,,,,,,,,,,,,,,,,,,,
mp-1212270,,,,,,,,,,,,,,,,,,,,,,,
mp-1212457,,,,,,,,,,,,,,,,,,1.159e-05,1.1e-05,1.481e-05,2.781e-05,3.934e-05,4.811e-05
mp-1212476,,,,,,,,,,,,,,,,,,,,,,,
mp-1219554,,,,,,,,,,5.288e-06,,,,,,,,,,,,,
mp-1222297,,,,,,,,,,,,,,5.548e-06,7.377e-06,1.298e-05,,,,,,,
mp-1222299,,,,,,,,,,,,,,,,,,,,,,,
mp-1222492,,,,,5.11e-06,1.172e-05,1.888e-05,3.475e-05,4.568e-05,6.488e-05,,,,,,,,,,,,,
mp-1222525,,,,,,,,,,,,,,,2.088e-06,,,,6.663e-06,1.143e-05,5.051e-05,,
mp-1222661,,,,,,,2.392e-06,,,,,,,,,,,,,,,,
mp-1222711,,,,,,,,,,,,,,3.478e-06,8.608e-06,8.622e-06,1.575e-05,1.651e-05,3.268e-05,3.902e-05,5.108e-05,6.561e-05,
mp-1223032,,,1.294e-05,,,,,,,,,,,,,,,,,,,,
mp-1225887,,,,,,,,,,,,,,,,,,,,,,,
mp-12403,,,,,,,,,,,,,,,,,,,,,,,
mp-12645,,,,,,,,,,1.812e-06,,2.234e-06,3.994e-06,3.412e-06,2.155e-06,6.074e-06,9.106e-06,1.696e-05,1.733e-05,2.112e-05,2.63e-05,2.648e-05,3.527e-05
mp-12829,,,,,,,,,,,,,,,,,,,,,,,
mp-13725,,,,,,,,,,,,,,,3.619e-06,6.257e-06,,,,,,,
mp-13772,,,,,,,,,,,,,,,,,,,2.232e-06,3.806e-06,5.425e-06,1.319e-05,1.352e-05
mp-14023,,,,,,,,,,,,,,,,,,,,,,,
mp-14364,,,,,,,,,,,,,,,,,,,,,,,
mp-14484,,,,,,,,,,,,,,,,,,,,,,,
mp-14495,,,,,,,,,,3.241e-06,6.204e-06,,,,,,,,,,,,
mp-14646,,,,,,,,8.366e-06,2.32e-05,4.736e-05,5.273e-05,,,,,,,,,,,,
mp-15349,,,,,,,,,,,,,,,,,,2.747e-06,,,,,
mp-1540429,,,,,,,,1.189e-05,,,,,,,,,,,,,,,
mp-15558,,,,,,,,3.353e-06,4.723e-06,1.106e-05,1.466e-05,2.479e-05,2.991e-05,3.914e-05,4.878e-05,5.904e-05,,,,,,,
mp-15791,,,,,,,,,,,,,,,7.273e-06,7.251e-06,1.399e-05,1.86e-05,2.817e-05,,,,
mp-15960,,,,,,,,,,,,,9.369e-06,1.892e-05,3.335e-05,4.669e-05,5.752e-05,6.835e-05,8.831e-05,,,,
mp-16828,,,,,,,,,,,1.835e-06,2.796e-06,5.231e-06,1.467e-05,2.215e-05,3.265e-05,,,,,,,
mp-17208,,,,,,,,,,,,,2.975e-06,6.173e-06,1.337e-05,2.028e-05,2.911e-05,3.707e-05,4.842e-05,,,,
mp-17240,,,,,,,,,,,,,,,,,,,,,,,
mp-17288,,,,,,,,,,,,,,,,3.617e-06,4.962e-06,,,,,,
mp-17718,,,,,,,,,,,,,,,,,,,,,,,
mp-17774,,,,,,,,,,,,,,,,,2.001e-06,2.196e-06,5.844e-06,,,,
mp-17854,,,,,,,,,,,,,,,,,3.439e-06,3.288e-06,6.015e-06,8.915e-06,1.435e-05,,
mp-18002,,,,,,,,,,,,,,,,,4.441e-06,7.475e-06,,,,,
mp-18048,,,,,,,,,,,,2.915e-06,,,,,,,,,,,
mp-18220,,,,,,,,,,,,,,,,,,,1.434e-05,6.375e-06,6.633e-06,1.995e-05,2.17e-05
mp-18704,,,,,,,,,,,,,,,,,,,,,,,
mp-1960,,,,,,,,,,,,,4.803e-06,2.231e-05,3.604e-05,6.126e-05,8.068e-05,,,,,,
mp-19896,,,,,3.832e-06,,,,,,,,,,,,,,,,,,
mp-21332,,,,,,,,,,,,,,,1.721e-06,3.014e-06,4.899e-06,6.757e-06,,,,,
mp-2286,,,,,,,2.034e-06,2.457e-05,5.851e-05,,,,,,,,,,,,,,
mp-22983,,,,,5.069e-06,3.254e-05,,,,,,,,,,,,,,,,,
mp-23384,,,,,,,,,,,,,,,,,,,,,,,
mp-23626,,,,,,,,,,,,,,,,,,,,,,,
mp-23648,,,,,,,,,,,,,,,2.193e-06,7.702e-06,1.935e-05,0.0001005,4.547e-05,0.0001624,0.0001684,0.0002063,0.0002078
mp-2530,,,,,,2.003e-05,5.63e-05,8.255e-05,,,,,,,,,,,,,,,
mp-2659,,,,,,,,,,,,,,,,,,,,,,,
mp-27275,,,,,,,,,,2.089e-06,9.346e-06,,,,,,,,,,,,
mp-27419,,,,,,,,,,,,,,,,,,,,,,,
mp-27487,,,,,,,,,,3.645e-06,5.83e-06,1.217e-05,1.743e-05,2.901e-05,3.976e-05,4.406e-05,5.206e-05,7.611e-05,7.486e-05,8.94e-05,0.000101,0.0001099,0.0001165
mp-27811,,,,,,,,,,,,,,,,,,,,,,,
mp-28030,,,,,,,,,,,,,,,,,,,2.081e-06,4.224e-06,8.592e-06,1.552e-05,2.382e-05
mp-28327,,,,3.741e-06,,,,,,,,,,,,,,,,,,,
mp-28341,,,,,1.733e-05,3.069e-05,,,,,,,,,,,,,,,,,
mp-28450,,,,,,,,,1.195e-05,1.894e-05,2.875e-05,,,,,,,,,,,,
mp-28471,,,5.5e-06,,,,,,,,,,,,,,,,,,,,
mp-28510,,,,,,,,3.532e-06,1.117e-05,,,,,,,,,,,,,,
mp-28567,,,,,,,,,,,,,,,,,,,,,,,
mp-28603,,,,,,,,,,,,,,,,,,,,,,,
mp-28623,,,,,,,,,,,,,,,,,,,,3.785e-06,,,
mp-29025,,,,,,,9.217e-06,,,,,,,,,,,,,,,,
mp-29040,,,,,,,,,,,,,,,,,,,,,,,
mp-29195,,,,,,,,,,,,2.341e-05,6.712e-05,,,,,,,,,,
mp-29344,,,,,5.641e-06,,,,,,,,,,,,,,,,,,
mp-29345,,,,,,,,,,,,,,,,,,,,,,,
mp-29364,,,,,,,,,,,,,,,,,2.43e-06,2.244e-06,9.442e-06,,,,
mp-29410,,,,3.324e-06,,,,,,,,,,,,,,,,,,,
mp-29463,,,,,,,,,,,,,,,,,,,,,,,
mp-30249,,,,1.488e-05,3.214e-05,,,,,,,,,,,,,,,,,,
mp-30301,,,,,,,,,,,,,,,,,,,,,,,
mp-3054,,,,,,,,,1.964e-06,9.09e-06,,,,,,,,,,,,,
mp-31488,,,,,,,,,,,,,,,,,,,,,,,
mp-3297,,,,,,,,,,,,2.666e-06,8.242e-06,,,,,,,,,,
mp-3427,,,,,,,,,,,,,,,,,,,2.254e-06,3.148e-06,3.251e-06,6.375e-06,6.906e-06
mp-3524,,,,,,,,,,,,,,,,,,,,,,,
mp-3540,,,,,,,,,,,,,,,,,1.707e-06,2.604e-06,5.246e-06,6.75e-06,1.301e-05,9.532e-06,2.165e-05
mp-3635,,,,,,,,,,,,,3.152e-06,,,,,,,,,,
mp-3647,,,,,,3.707e-06,1.534e-05,,,,,,,,,,,,,,,,
mp-3700,,,,,,,,,,,,,,,,,,,,,,,
mp-3731,,,,,,,,,,,,,,,,,,,,1.84e-06,3.034e-06,1.086e-06,4.734e-06
mp-37906,,,,,,,,,,,,,,,,,,,,,,,
mp-3980,,,,,,,,,,,,,,,4.293e-06,,,,,,,,
mp-4002,,,,,,,,,,,,,,,,,,,,,,,
mp-4117,,,,,,,,,,,,,2.804e-06,2.209e-06,6.473e-06,1.625e-05,3.57e-05,5.122e-05,6.27e-05,8.71e-05,0.0001045,,
mp-4156,,,,,,,,,,,,,,,,,,,,,,,
mp-4426,,,,,,,,,,,,,,,,,,,,,,,
mp-4495,,,,,,,,,,,,,,,,,,,,,,,
mp-4527,,,,,,,,,,,,,,,1.227e-05,,,4.83e-05,,,8.815e-05,,
mp-4558,,,,,,,,,,,,,8.054e-06,1.355e-05,3.4e-05,5.153e-05,6.271e-05,7.526e-05,8.823e-05,9.571e-05,,,
mp-4586,,,2.299e-05,4.209e-05,,,,,,,,,,,,,,,,,,,
mp-4657,,,,,,,,,,,,,1.446e-05,2.676e-05,4.045e-05,5.423e-05,6.421e-05,,,,,,
mp-4779,,,,,,,,,,,,,,,4.54e-06,4.815e-06,8.421e-06,4.042e-05,,,,,
mp-4804,,,,,,,,,,,,,,,,,,,,,1.2e-06,5.084e-06,5.868e-06
mp-4855,,,,,,,,,,,,,,,,,,,,,,,
mp-4995,,,,,,,,,,,,,,,,1.592e-06,3.91e-06,2.942e-06,3.957e-06,9.898e-06,1.267e-05,1.89e-05,1.912e-05
mp-5012,,,,,,,,,,,,,,,,,,2.97e-06,2.454e-06,8.046e-06,1.596e-05,1.77e-05,3.218e-05
mp-504806,,,,,,,,,,,,3.128e-06,1.2e-05,1.767e-05,3.052e-05,,,,,,,,
mp-504849,,,,,,,,,,,,,,,,,,,,,,,
mp-532413,,4.108e-06,1.202e-05,1.989e-05,3.898e-05,5.996e-05,,,,,,,,,,,,,,,,,
mp-540945,,,,,,,,,,,,,,,,,,,,,,,
mp-541001,,,6.654e-06,,,,,,,,,,,,,,,,,,,,
mp-541568,,,,,,,,,,,,,,,3.988e-06,8.461e-06,1.181e-05,,,,,,
mp-542435,,,,,,,,,,,,,3.412e-06,7.123e-06,1.146e-05,2.244e-05,2.553e-05,3.993e-05,4.532e-05,9.689e-05,,,
mp-543044,,,,,,,,,,,,,,,,,,,,,,,
mp-551092,,,,,,,,,,,,,,,,,,,,,,,
mp-553962,,,,,,,,,,,,,,,,,,,,,,,
mp-554076,,,,,,,,,,,,,,,,,,,,,,,
mp-554203,,,,,,,,,,,,,2.953e-06,4.486e-06,6.887e-06,1.503e-05,1.844e-05,2.864e-05,,,,,
mp-554560,,,,,,,,,,,,,,4.183e-06,3.214e-06,1.179e-05,2.519e-05,3.619e-05,,,,,
mp-554752,,,,,,3.563e-06,,6.053e-06,6.064e-06,,,,,,3.175e-06,6.071e-06,1.273e-05,,,,,,
mp-555082,,,,,,,,,,4.644e-06,1.518e-05,,,,,,,,,,,,
mp-555089,,,,,,,,,,,,,,,,,,,,,,,
mp-555140,,,,,,,,,,,,,,,,,,,4.831e-06,7.791e-06,1.285e-05,,
mp-555186,,,,,,3.563e-06,1.579e-05,,,,,,,,,,,,,,,,
mp-556649,,,,,,,,,,,,,,,6.458e-06,,,3.291e-05,,,,,
mp-556655,,,,,,,,,,,,,3.067e-06,4.839e-06,9.858e-06,1.468e-05,3.05e-05,7.352e-05,,,,,
mp-556902,,,,,,,,,,,,,,,,7.721e-06,1.203e-05,,,,,,
mp-557012,,,,,,,,,,,,3.439e-06,5.809e-06,5.406e-06,1.692e-05,1.761e-05,,,,,,,
mp-557104,,,,,,,,,,,,,2.142e-06,5.405e-06,1.401e-05,1.859e-05,1.681e-05,4.274e-05,,,,,
mp-557112,,,,,,,,,,,,,,,3.644e-06,1.403e-05,1.85e-05,3.706e-05,4.741e-05,,,,
mp-557268,,,,,,,,,,,,,1.133e-06,,6.009e-06,6.81e-06,,,,,,,
mp-557293,,,,,,,,,,,,,,,,,,,,,,,
mp-557456,,,,,,,,,,,,,,,2.902e-06,2.988e-06,6.48e-06,1.998e-05,3.555e-05,,,,
mp-557632,,,,,,,,,,,,,,,,,,,,,,,
mp-558102,,,,,,,,,,,,,,,,,2.807e-06,2.953e-05,,,,,
mp-558310,,,,,,,,,,,,,,,,,,,,,,,
mp-558455,,,,,,,,,,,,,,,,,,,,,,,
mp-558628,,,,,,,,,,,,,,,,,,,,,,,
mp-558941,,,,,,,,,,,,,,,,,,,1.668e-06,1.653e-06,4.653e-06,,6.633e-06
mp-558943,,,,,,,,,2.014e-06,1.387e-05,1.969e-05,3.951e-05,5.86e-05,8.047e-05,8.914e-05,,,,,,,,
mp-559129,,,,,,,,,,,,,,,,,,,,,,,
mp-559238,,,,,,,,,,,,,,,,,,,,,,,
mp-559533,,,,,,,,,,,,,,,,,,,,,,,
mp-559706,,,,,,,,,,2.617e-06,5.951e-06,1.423e-05,,,,,,,,,,,
mp-559814,,,1.833e-06,,,,,,,,,,,,,,,,,,,,
mp-559904,,,,,,,,,,,,,,,,,,,,,,,
mp-559934,,,,,,,,,,5.791e-06,,,,,,,,,,,,,
mp-560072,,,,,,,,,,,,,,5.702e-06,1.016e-05,1.799e-05,,,,,,,
mp-560189,,,,,,,,,,,,,,,,,,,,,,,
mp-560518,,,,,,,,,,,,,,,,,,,,,,,
mp-560653,,,,,,,,,,,,,,,,,,,,,,,
mp-560739,,,,,,,,,,,,,,,,,,,,,,,
mp-560894,,,,,,,,,,,,,,2.895e-06,7.53e-06,1.415e-05,1.758e-05,3.408e-05,,,,,
mp-561237,,,,,,,,,,,,,,,,,,,,,,,
mp-561254,,,,,,,,,,,,3.086e-06,,,,,,,,,,,
mp-561430,,,,,,,,,,,,,,,,,,,,,,,
mp-561474,,,,,,,,,,,,,,,,,,,,,,,
mp-5614,,,,,,,,,,,,,,,,,,,,,,,
mp-567219,,,,,,,,,,,,,,,,,,,,,,,
mp-567371,,,,,,,,,,,,,,,1.705e-06,,,,,,,,
mp-567967,,,7.569e-06,,,,,,,,,,,,,,,,,,,,
mp-569782,,,,,,,,4.417e-06,4.24e-06,9.062e-06,1.639e-05,2.331e-05,3.001e-05,,,,,,,,,,
mp-570935,,,,,,,,,,,,,,,,,,,,,,,
mp-570948,,,,,,,,,,,,,,,,,,3.461e-06,6.274e-06,1.522e-05,,,
mp-573030,,,,,,,,,,,,,,,,,,,,,,,
mp-5769,,,,,,,,,,,,,,,,,,,2.196e-06,2.989e-06,3.013e-06,8.633e-06,9.322e-06
mp-5840,,,,,,,,,,,,,,,,,,,,,,,
mp-5853,,,,,,,,,,,,,,,,,,,,,,,
mp-5854,,,,,,,,,,,,,,,,,,,,,,,
mp-6015,,,,,,,,,,,,,,,1.937e-06,7.481e-06,1.587e-05,1.685e-05,2.399e-05,3.26e-05,4.77e-05,5.557e-05,7.794e-05
mp-6031,,,,,,,,,,,3.228e-06,7.315e-06,1.593e-05,2.955e-05,4.271e-05,5.531e-05,7.276e-05,8.846e-05,0.0001096,0.0001222,0.0001738,,
mp-607931,,,,,,,,,,,,,,,,,,,,,,,
mp-6126,,,,,,,,,,,,,,,,,,,,,,,
mp-6134,,,,,,,,,,,,,,,3.388e-05,,,,,,,,
mp-6211,,,,,,,,,,,,,,,,,,,,,,,
mp-6425,,,,,,,,4.475e-06,8.835e-06,1.825e-05,3.019e-05,4.096e-05,4.879e-05,,,,,,,,,,
mp-6456,,,,,,,,,,,,4.019e-06,,7.619e-06,1.418e-05,6.956e-05,4.291e-05,,,,,,
mp-6499,,,,,,,,,,,,,,,,,,,,,2.621e-06,1.627e-06,2.674e-06
mp-6591,,,,,,,,,,,,,,,,,,,,,,,
mp-6711,,,,,,,,,,,,,,,,,,,,,,,
mp-676109,,,,,6.583e-06,1.341e-05,,,,,,,,,,,,,,,,,
mp-676361,,,,,,1.432e-06,8.221e-06,1.457e-05,2.145e-05,3.311e-05,4.527e-05,,,,,,,,,,,,
mp-6765,,,,,,,,,,,,,,,,,2.309e-06,1.902e-06,2.677e-06,1.484e-05,1.576e-05,,
mp-677627,,,,,,,,,,,,,,1.703e-06,8.269e-06,5.184e-06,4.493e-06,1.914e-05,2.514e-05,1.88e-05,3.149e-05,3.746e-05,6.683e-05
mp-6800,,,,,,,,,,,,,,,,,,,,,,,
mp-684024,,,,,,,4.118e-06,6.281e-06,1.024e-05,1.642e-05,2.187e-05,2.928e-05,3.212e-05,4.153e-05,5.167e-05,5.562e-05,6.794e-05,7.793e-05,8.803e-05,0.0001035,0.0001059,0.0001172,0.0001299
mp-686208,,,,,,,,,2.498e-06,7.864e-06,1.326e-05,2.304e-05,3.356e-05,4.343e-05,5.518e-05,6.563e-05,7.526e-05,8.364e-05,9.368e-05,0.0001075,,,
mp-7020,,,,,,,,,,,,,3.444e-06,6.513e-06,6.865e-06,6.972e-06,1.122e-05,1.696e-05,2.156e-05,2.689e-05,2.972e-05,3.823e-05,
mp-7137,,,,,,,,,,,,,,,,2.889e-06,6.026e-06,8.498e-06,1.285e-05,1.389e-05,3.982e-05,,
mp-7205,,,,,,,,,,,,,,,,,,,1.574e-06,,4.002e-06,4.12e-06,2.987e-06
mp-754237,,,,,,,,,,,,,,,,,,5.508e-06,7.167e-06,9.661e-06,7.72e-06,9.56e-06,1.357e-05
mp-754605,,,,,,,,,,,,,,,,,,2.454e-06,,4.668e-06,3.655e-06,1.024e-05,9.46e-06
mp-756316,,,,,,,,,,,,,,,,,,,,,,,
mp-7594,,,,,,,,,,,,,,,,,,,,,,,
mp-759900,,,,,,,,,,,,,,,,,,,,,,,
mp-7611,,,,,,,,,,,,,,,,,,,,,,,
mp-768820,,,,,,,,2.396e-06,6.471e-06,2.961e-05,,,,,,,,,,,,,
mp-769319,,,,,,,,,2.147e-06,,2.047e-06,7.491e-06,1.685e-05,1.938e-05,2.994e-05,3.067e-05,4.411e-05,,,,,,
mp-7714,,,,,,,,,,,,,,,,,,,,,,,
mp-774907,,,,,,,,,,,,,,,,,,,,,,,
mp-7791,,,,,,,,,,,,,,2.454e-06,4.33e-06,1.685e-05,2.975e-05,3.671e-05,5.439e-05,,,,
mp-7941,,,,,,,,,,,,,,,,,,,,,,,
mp-8070,,,,,,,,,,,,,,,,,,,,,,,
mp-8180,,,,,,,,,,,,,,,,,,,,,,,
mp-8184,,,,,,,,,,,,,,,,,,,,,,,
mp-8313,,,,,,,,,,,,,,,,,,,,,,,
mp-8430,,,,,,,,,,,,,,,,,,,,,,,
mp-8449,,,,,,,,,,,,,,,,2.53e-06,,,,,,,
mp-8450,,,,,,,,,,,,,,,,,,,,,,,
mp-8609,,,,,,,,,,,,,,,4.089e-05,,,,,,,,
mp-8673,,,,,,,,,,,,,3.938e-06,6.88e-06,4.879e-06,9.53e-06,1.331e-05,2.245e-05,3.937e-05,2.858e-05,4.196e-05,4.817e-05,
mp-8702,,,,,,,,,,,,,,,2.591e-06,5.145e-06,,,,,,,
mp-8751,,,,,,,,,,,,,,,,,,,,,,,
mp-8754,,,,,,,,,,,,,,,,,,,,,,,
mp-8756,,,,,,,,,,,,,,,,,,,,,,,
mp-8873,,,,,,,,,,,,,,1.833e-06,5.742e-06,6.565e-06,1.739e-05,2.451e-05,,,,,
mp-8892,,,,,,,,,,,,,,,,,,,,,,,
mp-9066,,,,,,,,,,,,,,,,,,,,,,,
mp-9143,,,,,,,,,,,7.386e-06,,,,,,,,,,,,
mp-9144,,,,,,,,,,,,,8.102e-06,,,,,,,,,,
mp-9197,,,,,,,,,,,,,,,,6.244e-06,4.137e-05,,,,,,
mp-9250,,,,,,,,,,,,2.006e-06,4.758e-06,,,,,,,,,,
mp-9308,,,,,,,,,4.301e-06,8.456e-06,1.317e-05,2.114e-05,2.744e-05,,,,,,,,,,
