,material_id,800,index,formula_pretty_reduced,spacegroup_symbol,fav,fav_tot,298,298_tot,0.2,0.5,0.001,Conductor?
123,mp-22538,0.0,433,Li8PbO6,R-3,12.58924026308751,11.322026466594416,5.62364299139373,7.774974354930495,4.112725667,10.9814012792,0.9878048780487804,False
124,mp-22694,0.0,347,LiPPbO4,Pna2_1,12.263287001203594,11.703185594893306,2.55323850686996,8.43545581911226,10.4014976411,10.4014976411,0.6732673267326733,False
125,mp-2286,3.239e-05,472,Li2Se,Fm-3m,9.566114498151304,7.592777000306255,4.612501706977024,8.160386822339468,7.5260883793,7.776032284,0.9285714285714286,True
126,mp-22899,0.0,770,LiI,Fm-3m,5.82553181880741,3.881421344599978,2.3790039887508097,5.19722721680365,5.1140187195,5.1140187195,0.8934426229508197,False
127,mp-22905,0.0,413,LiCl,Fm-3m,7.402415321633479,5.9080012562691,4.6558049757968165,6.418500986162587,6.5814090249,6.5814090249,0.9225806451612903,False
128,mp-22955,0.0,321,LiIO3,P6_3,11.824340413053084,10.38397097558703,4.569689786295607,5.653017023865288,2.645006365,4.9453454202,0.968503937007874,False
129,mp-22961,9.383e-06,389,Li2ZnCl4,Fd-3m,7.397396135518861,5.597858995946255,3.537197647062794,5.613173897363395,6.1926169769,6.5243643208,0.972027972027972,True
130,mp-22967,3.767e-06,74,Li2FeBr4,Cmmm,7.506832021537666,5.178286636667413,3.3197378893570813,6.503274273133695,6.4055843749,6.4055843749,0.8827586206896552,True
131,mp-22983,,65,LiAlCl4,P2_1/c,6.568438002810403,6.016560610880547,2.249872682328488,4.629412278597302,4.5370396472,7.2939933601,0.9019607843137256,
132,mp-22994,1.452e-05,143,LiIO3,Pna2_1,11.31148197765804,10.427071401010831,3.1201964669159885,8.059474635048982,8.0782212365,8.0782212365,0.825,True
133,mp-23057,0.0,794,CsLiBr2,P4/nmm,2.1419136242749905,3.4118301221143623,1.6371944638695983,1.6456011615151571,1.9815282529,2.1146300987,0.5702479338842975,False
134,mp-23122,0.0,826,Li10B14Cl2O25,F23,10.60310910878512,18.07982273129802,8.006926914467629,8.889527363363857,6.8641185571,10.3798864499,0.5827338129496403,False
135,mp-23259,0.0,314,LiBr,Fm-3m,6.61142356618815,4.688790595389967,3.1776207830156737,5.8528228461744805,5.7014396473,5.7014396473,0.8787878787878788,False
136,mp-23364,0.0,383,CsLiCl2,P4/nmm,3.6358431063163343,4.312372683065807,2.4204732911365374,2.952249687552229,3.4327520151,3.4327520151,0.6622516556291391,False
137,mp-23384,0.0,534,LiIO3,P4_2/n,10.92241737211952,10.348413325030627,3.628066668212825,6.915452639233112,6.865535877,12.7796338682,0.92,False
138,mp-23416,2.278e-05,740,Li2ZnCl4,Pnma,6.866237401359112,5.347374457183868,3.398012843779276,5.602195288377536,3.8305087787,5.1218793442,0.9748427672955976,True
139,mp-2341,0.0,6,Li3N,P6_3/mmc,12.768255985217971,12.314399635140658,4.4189863475412094,3.843712430889125,4.084121194,4.084121194,1.006060606060606,False
140,mp-23421,0.0,372,LiYb2Cl5,C2/c,8.230125817359392,4.858054325966853,3.0607397382518986,6.929577054962041,7.1203665879,7.1203665879,0.910958904109589,False
141,mp-23497,,130,Li2ZnI4,Pnma,5.809829304574556,3.447602221923283,1.9700976834424924,4.966096763318886,4.3896728029,4.3896728029,0.924812030075188,
142,mp-23582,0.0,86,KLi6BiO6,R-3m,13.202883262598142,11.363343692891515,5.486096892967208,9.300669964757384,7.8227867908,9.7055980892,0.9746835443037974,False
143,mp-23626,0.0,301,RbLi2(IO3)3,P2_1/c,11.98002603452014,9.927767807130936,0.7841859641094888,2.5958808753664364,4.6802159221,10.9681973456,0.9747899159663864,False
144,mp-23648,0.0,585,Li4Al3Si3ClO12,P-43n,10.074649746839588,14.370309987596134,5.9302856612615225,8.53842528298896,6.8268623083,9.9355227896,0.6928571428571428,False
145,mp-2412,,124,LiP5,Pna2_1,7.543482133797012,8.297684363018893,4.170570564443002,4.555550152666542,5.2211160958,8.6534400451,0.9769230769230768,
146,mp-2530,7.061e-05,605,Li2Te,Fm-3m,8.553565001796162,6.569363866010543,3.4184121621960277,7.398527992013366,7.3547477418,7.3547477418,0.9333333333333332,True
147,mp-25929,2.824e-05,460,Li3Bi2(PO4)3,R-3,11.569703650694771,13.165203025315233,0.5705434592335598,3.391667125419414,8.4820332289,8.4820332289,0.7264957264957265,True
148,mp-26129,0.0,702,LiBiP2O7,P2_1/c,9.797009179210816,14.240070066040946,4.322690730214515,7.847346607864722,7.9544722777,7.9544722777,0.7064220183486238,False
149,mp-2659,0.0,725,LiN3,C2/m,8.645852229217473,14.30288549656631,5.155086468664204,7.218129820436644,7.0391614876,7.0391614876,0.6909090909090909,False
150,mp-26701,2.704e-05,114,Li3Sn2(PO4)3,P2_1/c,11.050075496329033,13.983550684943689,3.7917921721014927,7.313991255487544,6.8254822695,8.1303682461,0.8034188034188035,True
151,mp-26702,1.163e-05,490,LiSn2(PO4)3,P2_1/c,11.458691462016867,14.587177436272771,4.984771186567208,7.618618413312445,8.4046831165,9.9245221767,0.7037037037037037,True
152,mp-26725,0.0,395,LiSnPO4,P31c,10.710734388887705,11.633854167205284,2.9706725935349123,7.517840245858066,8.9536945983,8.9536945983,0.8421052631578947,False
153,mp-26855,0.0,235,Li2Sn(PO3)4,P4/nbm,7.328208201497491,14.832403783325804,4.46101061166874,5.510377196839972,5.667645317,7.8488381085,0.5964912280701754,False
154,mp-26897,0.0,555,LiSn(PO3)3,P-6c2,7.224436475467883,14.936287049185925,2.8789541146061346,5.620079025616751,6.6804162596,6.6804162596,0.6444444444444445,False
155,mp-27017,0.0,665,LiSnPO4,Pna2_1,12.449690571324306,12.438071561293295,2.207815861653591,6.988058538202113,10.3779685801,10.3779685801,0.7289719626168224,False
156,mp-27033,0.0,507,Li2SnP2O7,C2/c,11.520671080045505,13.6587099370846,2.138435869127674,6.649585937396868,8.0964239722,8.5578998392,0.8181818181818182,False
157,mp-27094,3.061e-05,407,LiSn2(PO4)3,P2_1/c,11.064257732212354,14.59808621641693,4.459904671434956,6.895350077313019,8.02297821,14.5498470058,0.7090909090909091,True
158,mp-27227,0.0,196,LiAg3O2,Ibam,11.022402294969208,7.370025985021412,2.8759579925728,9.232976961816998,9.3167222672,9.3167222672,0.9027777777777778,False
159,mp-27231,0.0,315,Li2TeO3,C2/c,12.531249790943766,11.095461439811372,4.19310017381974,8.321131448141129,10.3029871808,10.7303066475,0.9642857142857144,False
160,mp-27275,0.0,63,Li3BO3,P2_1/c,12.92307117953717,15.387773868219076,7.209833199404369,8.9866209793711,8.6018655558,12.575827791,0.8611111111111112,False
161,mp-27417,2.901e-06,264,Li3InO3,P-31c,13.06332565558333,11.193830181135326,6.7322865844844895,9.709046510799183,6.3787264352,7.475874439,0.9681528662420382,True
162,mp-27419,0.0,470,LiBiF6,R-3,9.269917715367493,8.038423163534796,3.4090527215891724,7.494594823748138,9.2340094167,9.2340094167,0.8849557522123894,False
163,mp-27453,6.391e-06,108,Li7SbO6,R3,12.883398341987954,12.193063539324504,5.308785844266674,7.531711054209669,5.1742445814,10.1104563993,0.994011976047904,True
164,mp-27483,0.0,163,Li5TlO4,P4_2/nmc,13.324486634217084,11.452704537047824,3.2633694339529504,7.563776989751747,6.5029360852,10.2682124588,0.9393939393939394,False
165,mp-27487,0.0,778,Li2ThN2,P-3,11.60720365453869,9.953535540925758,4.8775890529272,7.2825840752015,5.4905003351,5.4905003351,0.9875776397515528,False
166,mp-27687,,570,LiP7,I4_1/acd,7.463297053515623,8.101767156712036,4.054229144273582,6.3040278215205845,5.7705812899,9.3173775709,0.90625,
167,mp-27767,0.0,715,Li6Si2O7,P-42_1m,12.190887183259772,13.507518775833905,6.153075121162142,7.9257438386420604,5.9140976978,9.3158015887,0.8029197080291971,False
168,mp-27811,0.0,423,Li2Te2O5,P2_1/c,11.141595806497598,10.189786043377588,3.706577804202616,7.874098296515371,6.8441530777,9.5413185163,0.90625,False
169,mp-27968,0.0,798,Li6Ge2O7,P2_1/c,12.828696521379172,12.356103576828264,6.079153511717134,8.57098960402079,6.0326972794,14.3355794601,0.9407894736842104,False
170,mp-28146,0.0,752,LiGa5O8,P4_332,12.124969082249184,11.493403855398071,5.355639118646404,9.489017735165564,10.2663384203,10.9319072565,0.875,False
171,mp-28237,4.253e-05,298,RbLiBr2,Cmcm,2.177996967755924,3.827886597109513,1.596917375154279,1.3953090833574906,0.8257086352,0.8257086352,0.95,True
172,mp-28243,0.0,771,RbLiCl2,Cmcm,9.633251577354,4.754811134975148,2.444648155001945,6.874678126344191,8.935432846,10.3119781681,0.9516129032258064,False
173,mp-28253,9.522e-06,547,LiBiO2,Ibam,3.185446560840272,9.344814488996596,3.4624588194803776,2.045381611875267,1.3377662329,1.7261838171,0.7962962962962963,True
174,mp-28316,,360,K3LiSi4,Pnma,6.770640285996112,5.268706415404597,2.8955651834013816,3.629822324878773,3.6188662662,10.4483093818,0.987012987012987,
175,mp-28326,,634,LiGaBr4,P2_1/c,6.187615459834061,3.9205506193286728,1.8052575353345892,4.867555813994739,4.4826125407,4.59287492,0.943089430894309,
176,mp-28327,,635,LiGaBr3,P2_1/m,5.765933708481038,3.9063906161435775,2.1982371210091523,4.645544048534967,3.9547119426,3.9547119426,0.954248366013072,
177,mp-28463,6.107e-05,588,LiNb3Cl8,Cmce,6.909583083182286,5.650946176668081,3.2644905208547748,4.323189245510115,3.760787735,3.760787735,0.8869565217391304,True
178,mp-28471,,213,Li3AsS3,Pna2_1,9.007077953511775,7.208690606091733,3.911541841811341,6.419674948523795,4.8162922287,6.0140960486,0.9743589743589745,
179,mp-28545,0.0,864,RbLiO,Pnma,8.492439233575146,8.19099351234767,2.900074373628845,4.935150207455112,4.1335360188,4.1335360188,0.9876543209876544,False
180,mp-28548,0.0,430,Li8GeO6,P6_3cm,12.656226365379563,12.640592688450988,7.697310879758276,7.600673318854597,4.2093993703,12.8176985441,0.99375,False
181,mp-28549,0.0,432,Li8SiO6,P6_3cm,13.35253252376422,13.394071775949463,8.398223437565253,9.66814612034215,5.5677312033,8.3245024802,0.9407407407407408,False
182,mp-28567,0.0,651,LiBiF4,I4_1/a,3.31240929780985,7.505917301192226,4.043403161690455,2.214847684204659,1.8584276974,1.8584276974,0.8773006134969326,False
183,mp-28592,0.0,459,Li7Br3O2,I4/mmm,9.902966700595584,8.31424985148684,4.257846922081233,6.899329600108307,4.0677570971,4.6125460122,0.9808917197452228,False
184,mp-28593,0.0,458,Li3BrO,Pm-3m,10.267364296421173,8.92445581367836,4.987303900645846,7.733087214549745,5.8918579331,10.7899086448,0.972972972972973,False
185,mp-28603,0.0,696,NaLiSe,Pnma,4.555302458166847,5.86790884594537,3.8458958707994153,4.042120070375939,3.8009160982,4.0756939632,0.951219512195122,False
186,mp-2878,0.0,540,Li3PO4,Pnma,12.840876203586935,14.569673111459672,6.987453583417035,9.508067846205243,9.1205002688,9.5228909274,0.8782608695652174,False
187,mp-28828,0.0,598,Li6FeCl8,Fm-3m,7.622617428199953,6.353753178545958,4.7314111071841936,6.630115609536931,6.3724485005,6.8951884318,0.9363057324840764,False
188,mp-28829,,601,Li2ZnBr4,Pnma,6.401204225102695,4.099459269382367,2.4730148111078543,5.313744078675394,4.5937943687,4.5937943687,0.9583333333333334,
189,mp-28891,5.359e-06,122,Li7TaO6,R3,13.079436482043771,12.148322960101652,4.170638709519173,6.84455177268003,4.8460351626,9.9547987782,0.9695121951219512,True
190,mp-28989,1.144e-05,350,Li10BrN3,P-6m2,11.36853001341793,10.884904764389386,4.242959421808694,5.933607253386808,2.997932879,7.494832454,0.9935897435897436,True
191,mp-28994,6.917e-06,297,KLi2As,Pmmn,6.348684640924415,6.493906174131667,3.3505020389243927,3.2852994694759765,2.4444304848,2.4444304848,0.9857142857142858,True
192,mp-29008,2.078e-06,543,Li6MgBr8,Fm-3m,6.6160054483848585,4.505294220999813,3.0065371668418543,5.75283878819024,5.4831146449,5.743183329,0.9136690647482014,True
193,mp-29009,5.951e-06,542,Li2MgBr4,Cmmm,6.484427692059852,4.476684384158905,2.9618784488192897,5.6745045358666255,5.480222559,5.480222559,0.9310344827586208,True
194,mp-29025,1.302e-05,282,Li5Br2N,Immm,10.531921531738854,8.964745003928178,3.6443527278724894,6.115162120643457,1.7784220414,4.2609768025,0.9748427672955976,True
195,mp-29149,2.659e-06,525,Li4NCl,R-3m,11.345789803691607,10.2134712230118,5.65430894368654,7.0328423502084325,3.8160537692,6.0276304923,0.9937106918238994,True
196,mp-29151,1.036e-05,187,Li5NCl2,R-3m,10.649149259212138,9.216665458370882,5.309795075221128,6.941312313154662,3.0210472795,6.2578838115,1.0,True
197,mp-2931,0.0,15,Li2TiO3,C2/c,10.461543372779031,11.483234991090187,6.536011617595677,7.938107792158385,6.4352924889,6.8636454654,0.9551282051282052,False
198,mp-29344,,513,LiGaCl3,Pnma,6.028269698023494,5.087082676863272,3.0954198203229915,4.938435641134715,3.7695735482,5.4135783569,0.9859154929577464,
199,mp-29345,,516,LiGaI3,P2_1/m,5.632396554907005,3.2922052777304733,1.7885170382695177,4.72028969045585,3.4330707759,4.126529452,0.9407407407407408,
200,mp-29364,0.0,66,Li5SbO5,C2/m,11.800640942801332,11.558565218511896,6.084170388028551,9.251541527379414,7.163135124,7.9494599826,0.8802395209580839,False
201,mp-29365,0.0,67,Li5BiO5,C2/m,10.675843673210666,10.084232973407756,4.855376767010027,7.8999029299373,4.9824676559,6.8765878443,0.9041916167664672,False
202,mp-29410,,726,Li2B2S5,Cmcm,8.194632032973066,9.737630806320007,3.716665575912904,6.149998104963152,5.4374671829,6.1316543222,0.8536585365853658,
203,mp-29463,0.0,25,LiBeN,P2_1/c,12.521450503943772,16.154412289003215,9.296330244489065,9.854791807736596,8.051365428,9.0500687736,0.8653846153846154,False
204,mp-29473,,236,LiIO4,P2_1/c,9.763486654191407,10.492554676846805,2.454749062528926,6.604945467846282,6.9096314749,7.2300165806,0.8369565217391305,
205,mp-29582,8.383e-06,354,Li2CrCl4,C2/c,8.74693029543242,6.476918392640678,3.849084318247669,6.251021595540008,5.6576211415,8.5189265734,0.6867469879518072,True
206,mp-29829,,42,LiAuS,Fddd,7.88654213743788,5.9132015547864825,2.00413212166506,6.377760135684419,6.3909020654,6.3909020654,0.9333333333333332,
207,mp-29892,0.0,94,LiSb3O8,P2_1/c,10.355112589032087,11.787801168876246,5.451357307453847,7.850348637909952,6.1309095001,15.1536467194,0.8503401360544217,False
208,mp-30100,,512,Li2B2Se5,C2/c,8.00744217625378,8.109075900961074,3.596358862127542,5.969476678592464,6.2864575703,8.8090487965,0.6634615384615384,
209,mp-30129,0.0,582,Li4TaN3,Ibca,12.706131152623088,12.641250927888256,6.549292889635625,5.090491922826957,2.8574713662,4.7295074189,1.006578947368421,False
210,mp-30156,0.0,75,LiMgN,Pnma,12.842969959994084,11.940035200969504,8.12014765595283,8.753384735215787,4.8657209586,12.4702205548,0.9741935483870968,False
211,mp-30249,9.361e-05,376,Li4GeS4,Pnma,8.99817842589935,7.69315865774939,4.34740486379252,5.859461822825136,4.1591652475,8.5485663306,1.0,True
212,mp-30301,1.135e-05,731,LiClO4,Pnma,7.204012473913659,13.961158300953269,3.566011784590111,4.321861098638439,-2.8210641349,-2.8210641349,0.8235294117647058,True
213,mp-30456,0.0,139,SrLiBi,Pnma,8.418752582875507,4.448229898090962,2.4636972549890923,7.2291612644071295,6.6139586913,6.9136869942,0.6896551724137931,False
214,mp-3054,1.062e-06,643,Li2CO3,C2/c,12.708465720601597,17.078095283505558,5.564623446080794,8.290775538650864,10.3741388883,10.3741388883,0.7558139534883721,True
215,mp-31468,0.0,508,LiCaN,Pnma,12.830002959997522,10.031516022750994,6.625923704528788,8.884375843019594,9.1159180457,18.9982159522,0.9748427672955976,False
216,mp-31488,0.0,188,Li3NbO4,I-43m,9.276928603746912,11.11662104787854,2.88689826843396,1.9829702219575136,3.2134449586,5.6149097332,1.0,False
217,mp-3151,0.0,604,Li3TaO4,C2/c,10.53337822209588,11.15627032543027,5.230818322218105,8.327365273779812,6.5465001895,7.7825798098,0.8727272727272727,False
218,mp-3216,0.0,499,Li2ZrN2,P-3m1,14.08052841871882,12.51237604965136,7.406501717778328,11.185777439221742,11.7881639361,16.2396385384,0.929936305732484,False
219,mp-3297,0.0,344,Li10Zn4O9,P4_2/nmc,13.648200121972158,11.598849624868102,6.466086073378316,9.82339616639309,8.0535125819,9.6039214714,0.975,False
220,mp-33322,0.0,471,LiHoSe2,I4_1/amd,3.023580326507549,4.149355223664985,3.0487010748913206,2.3130927334309384,1.5916864708,1.5916864708,1.0066225165562914,False
221,mp-33363,0.0,147,LiYS2,I4_1/amd,5.932688135062806,5.80460482901204,4.3704673487032615,5.27225527119302,3.8051081826,6.1016824001,0.910828025477707,False
222,mp-33526,1.63e-05,495,LiBiS2,I4_1/amd,2.542590043827706,4.790403859033227,3.295513396397193,2.0063915836811583,1.6396386058,1.6396386058,0.975,True
223,mp-33667,0.0,728,LiDyS2,I4_1/amd,3.271658841896448,5.563884009566876,3.851169792249537,2.5088865486359326,1.7746751704,1.7746751704,0.9935064935064936,False
224,mp-3368,0.0,485,LiNb3O8,P2_1/c,7.850193393266275,10.783824797364185,2.9853721308418746,4.537558284441416,5.0075891578,6.3505057833,0.7878787878787878,False
225,mp-34038,1.241e-05,747,Li6NCl3,Cm,7.56723964661587,8.993245190566036,4.177496120554936,3.588879143316272,2.3799547,2.3799547,0.9872611464968152,True
226,mp-3427,0.0,461,LiAlO2,P4_12_12,12.370662272497412,13.867759585534795,7.452118819754911,9.37880955640307,7.6092466666,8.8953735377,0.9066666666666666,False
227,mp-34326,5.098e-05,580,Li6Br3N,C2/m,6.2134020746625165,8.020893641694569,2.828905219598989,2.3935126603616768,1.4511725182,1.9390528048,0.9852941176470588,True
228,mp-34477,0.0,123,LiSmS2,I4_1/amd,5.272696841351442,5.297652270193444,3.6989274748923138,4.689121686464255,3.5148758578,4.1739151009,0.9119496855345912,False
229,mp-3503,0.0,356,Li6WN4,P4_2/nmc,12.908121126341738,13.345862836115726,7.000046956084113,10.079622616132212,6.7789118856,11.0432312986,0.926829268292683,False
230,mp-35205,0.0,492,LiErSe2,I4_1/amd,2.9900614000429564,4.207732757607171,3.0597105098108237,2.2936575348963526,1.5215830407,1.5215830407,1.0,False
231,mp-3524,0.0,497,LiPN2,I-42d,11.957611981988066,17.16165352740498,9.02574827403311,10.061277761734502,9.0761310846,9.0761310846,0.684931506849315,False
232,mp-35388,0.0,581,LiSmSe2,I4_1/amd,5.052420310083405,3.8851689259929385,2.880613844963728,4.682981311154326,3.9691524189,4.3735566303,0.8387096774193549,False
233,mp-3540,0.0,312,Li2SnO3,C2/c,8.917476435097536,10.1460235623262,5.495948330459564,6.275355412080252,4.644296919,5.1474989705,0.8862275449101796,False
234,mp-3552,0.0,489,Li2Si2O5,Pbcn,12.294810183146886,15.030725697778326,6.275146113472015,9.362837158926917,8.3872345295,11.083211599,0.7028985507246377,False
235,mp-35591,0.0,444,LiErS2,I4_1/amd,3.216945271557201,5.64741369254276,3.8803523216582714,2.500843940817828,1.7968089292,2.0015086968,0.9871794871794872,False
236,mp-35717,0.0,276,LiDySe2,I4_1/amd,3.026424184703382,4.118234741433176,3.0032228636545457,2.30801824475516,1.4971564543,1.5927196383,1.006578947368421,False
237,mp-36111,0.0,465,LiMgP,F-43m,9.8924340306973,8.13913511285775,6.289340421101095,8.64519419963948,7.8746577175,10.4646615088,0.8503401360544217,False
238,mp-3635,0.0,151,LiBO2,P2_1/c,12.595227287671149,17.46593785779217,6.033549960090126,9.03016806803319,10.3443636838,12.0398328656,0.5616438356164384,False
239,mp-3647,5.929e-05,812,LiGaS2,Pna2_1,10.111940047068328,7.468789471287415,4.102094192457957,7.05272598779154,10.6628820415,10.6628820415,0.920863309352518,True
240,mp-3660,0.0,20,LiB3O5,Pna2_1,10.177595519674531,19.442212149473267,6.27244851914425,7.908337494928254,5.8864765152,8.0942207238,0.5664335664335665,False
241,mp-3666,0.0,317,LiTaO3,R3c,9.949233534748489,11.011301080036324,5.691686852440332,8.35062065325491,6.7954808818,7.4531384772,0.6573426573426573,False
242,mp-36791,0.0,630,LiNdS2,I4_1/amd,4.811746088975001,4.996354575979102,3.422656762016964,4.177127325624501,2.7570428186,4.0595828079,0.93125,False
243,mp-36864,0.0,566,Li2TiO3,C2/c,11.30267513655482,11.623374715379958,6.265687812232237,7.023892312128456,5.692763094,10.0821150587,0.9622641509433962,False
244,mp-3700,0.0,431,LiYF4,I4_1/a,11.85461693504172,8.618225399361675,5.354936946573261,9.014423174856272,7.7028117491,13.7359192274,0.9554140127388536,False
245,mp-3731,0.0,205,LiNbO3,R3c,9.785239291022403,11.00148882714404,6.343364638069053,8.328305095120196,7.7358910508,9.8167191713,0.7619047619047619,False
246,mp-37399,7.828e-06,150,Li7NbO6,R3,13.057733113456427,12.186750438824264,4.5399303516384055,6.468910131213436,5.0188088392,11.5100913167,0.9819277108433736,True
247,mp-37498,2.173e-05,244,Li5NCl2,P2/m,8.458576501765846,9.552016765333663,5.150970089149331,4.507289763515248,2.3406458273,4.8721723694,1.0,True
248,mp-37605,0.0,637,LiNdSe2,I4_1/amd,4.72978747245107,3.744526347913072,2.7518741398146545,4.362824243328047,4.1414359909,4.1414359909,0.8679245283018868,False
249,mp-37873,2.042e-05,161,Li3ErBr6,C2/c,2.800116248644329,3.919463631948697,2.18597455510502,1.9418552392174888,1.171859826,1.8099734393,0.9452054794520548,True
250,mp-37879,0.0,92,LiYSe2,I4_1/amd,5.7130778676877565,4.364879095370478,3.3051262738336216,5.232922109318349,4.1445535809,4.7273814478,0.869281045751634,False
251,mp-37906,0.0,141,LiMgN,F-43m,13.682891857989532,12.190858010614942,8.5255445172447,9.947065442001977,5.6034655992,12.5880675715,0.9568345323741008,False
252,mp-38008,1.904e-05,156,Li2CdCl4,Imma,3.7642484128728775,5.306147619488337,3.226254090451033,2.310909410128439,1.4468656946,1.4468656946,0.968944099378882,True
253,mp-3838,2.62e-05,625,Li5ReN4,Pmmn,12.103258701803028,13.094404989280036,6.230196883993469,9.308996108084113,6.0625117696,7.6071886681,0.944954128440367,True
254,mp-38684,5.702e-06,351,Li2MgCl4,Imma,4.728861899501997,6.10922439915477,4.0658920399993415,3.542338573925908,1.6760882831,2.5769110555,0.99375,True
255,mp-38695,0.0,127,LiTbSe2,I4_1/amd,5.610595826965898,4.088160001954462,2.997671332495104,5.16889284721122,4.1881350624,4.7976024718,0.8169934640522876,False
256,mp-3887,0.0,191,Li3GaN2,Ia-3,13.415046009701454,12.467534768061912,7.904093718930988,10.31603698368093,5.8028247275,8.6149629817,0.9583333333333334,False
257,mp-3924,0.0,116,LiNbO2,P6_3/mmc,10.018078307603115,11.646816161455355,8.170123178678102,9.053514377764124,7.8713171251,11.0282626887,0.8343949044585988,False
258,mp-39387,0.0,248,SrLiTa2O6F,Imma,1.1659415703603464,8.952811053135397,4.234788235490016,5.560026352366524,-4.8138079003,-4.8138079003,0.5782312925170068,False
259,mp-3941,0.0,700,LiYF4,P2/c,11.24821813687559,8.568087951763712,5.314990323494173,8.28137225559226,7.2095656624,8.1599169172,0.9487179487179488,False
260,mp-3949,,378,K7LiSi8,Pa-3,6.828460205225324,5.968125954746133,2.9508063092521324,3.5976165744599555,9.0767200943,10.9036637338,0.9807692307692308,
261,mp-39511,0.0,280,LiCaTa2O6F,Imma,4.6218185661865885,8.737347570481019,3.719477903669896,3.3932963895591386,2.4138732754,3.0276625801,0.525,False
262,mp-3980,0.0,417,LiSbF6,R-3,9.228749597367685,9.018542128915236,3.804426379865573,7.63731210574165,7.06031525,7.06031525,0.8207547169811321,False
263,mp-4002,0.0,602,Li2ZrF6,P-31m,10.356771464676232,8.765205071076798,5.41070970027006,8.604250802911835,8.6210006022,8.9689340313,0.9371069182389936,False
264,mp-40189,0.0,687,BaLiLaTeO6,F-43m,1.3403824448969222,9.04098942631629,3.642013446185014,1.433099643806354,-1.9457704615,-1.9457704615,0.6929133858267716,False
265,mp-40286,0.0,785,NaLiLa2Ti4O12,P4/mmm,2.6485605524624565,9.357865102343398,3.994854728058581,2.061004663831907,2.832751336,2.832751336,0.7065868263473054,False
266,mp-4117,0.0,427,Li2Si2O5,Ccc2,12.698966553423524,14.938395986993134,6.218507504509674,9.515142318388143,10.3342764632,12.1381391648,0.6549295774647887,False
267,mp-41219,0.0,117,BaLiPrTeO6,F-43m,10.755340388497167,8.680670556973212,3.2846146084809957,9.7234717836865,9.7809287686,11.1111492094,0.4444444444444444,False
268,mp-4156,0.0,101,Li2ZrO3,C2/c,9.502844601776776,10.26850139864026,2.98753016640057,3.4494365692801097,3.7184599894,6.5033477149,0.9819277108433736,False
269,mp-4226,0.0,550,LiCrS2,P-3m1,9.035410104495398,5.36032608724171,2.80018548217985,7.553055003792845,6.8701488813,8.0675473428,0.3229813664596273,False
270,mp-43030,0.0,436,Na2Li2Al3Si3ClO12,P-4,9.060045292022252,13.640034927915682,4.716729025578129,3.138858216859361,2.8279611134,2.8279611134,0.9929078014184396,False
271,mp-4426,0.0,398,Li4SeO5,C2/c,12.218431892814124,12.559160213073742,6.910728391004786,9.140145954501916,6.9880755817,9.1129064395,0.9736842105263158,False
272,mp-4495,0.0,833,KLiTe,P4/nmm,3.0912993190863376,4.609794512305616,2.6977446081817646,2.8047429186346853,2.6379015274,2.6379015274,0.7623762376237624,False
273,mp-4527,0.0,739,Li8SnO6,R-3,13.12932169078547,12.074380030695094,5.807458743618842,7.631058521985345,4.9270193561,6.3879278019,0.9693251533742332,False
274,mp-4558,0.0,353,Li4GeO4,Cmcm,13.22537038125277,12.664700023986226,7.11659947134566,9.637137026597358,8.6316238587,8.6316238587,0.9801324503311258,False
275,mp-4586,,537,LiAlTe2,I-42d,9.021452084854609,5.670597838944148,2.343008164615998,6.503653597619532,8.9365105914,8.9365105914,0.8297872340425532,
276,mp-4604,0.0,37,Li7VN4,Pa-3,13.220077147237518,13.551832846234854,9.004070874327528,9.829882463722727,6.735163966,15.0550720462,0.9712230215827338,False
277,mp-4622,0.0,786,Li2BeF4,R-3,12.814034765442218,11.647441109921992,4.903331875383194,7.463052505891241,12.8323728459,13.9505464397,0.9615384615384616,False
278,mp-4657,0.0,277,Li5GaO4,Pbca,13.150025868979029,12.2502601040029,7.643630786705446,9.862802140219426,6.0002437271,9.4415600487,0.974025974025974,False
279,mp-4779,0.0,587,Li2B4O7,I4_1cd,9.824621478973295,18.85222256132368,4.399918396798384,5.940759317152207,6.0447552333,7.4682584662,0.6928571428571428,False
280,mp-4825,0.0,396,Li7VN4,P-43n,13.155049289706223,13.692878357232614,8.886634833989914,9.528768333224868,6.150844407,7.6389520132,0.9784172661870504,False
281,mp-4855,2.215e-05,61,Li2SeO4,R-3,12.070435160717269,12.41884983037952,4.475760667304311,8.211933231361959,8.5622878363,9.2167301987,0.923809523809524,True
282,mp-4995,0.0,776,LiSbO3,Pnna,10.139746613333646,11.720309840928875,6.025292929668153,7.810546072480641,5.3128540314,5.8672635239,0.9627329192546584,False
283,mp-5001,0.0,633,Li3BN2,P2_1/c,11.834398253976197,14.730096804216323,7.172497277744176,8.100921435586633,4.9715962753,10.7816256345,0.8805970149253731,False
284,mp-5012,0.0,227,Li2SiO3,Cmc2_1,12.425694598574406,14.248088513159429,7.343680383835222,9.376091583901529,6.4361425566,9.0248364341,0.7862068965517242,False
285,mp-504353,0.0,100,LiSb(PO3)4,C2/c,12.136091297899227,14.9354230532382,3.464890175182891,7.219353238664249,7.8575180256,8.5895162803,0.676056338028169,False
