,material_id,800,index,formula_pretty_reduced,spacegroup_symbol,fav,fav_tot,298,298_tot,0.2,0.5,0.001,Conductor?
77,mp-15795,0.0,842,LiDySe2,R-3m,6.008430523755851,4.252181516374277,3.110268495688488,5.578283120860333,5.5566976586,5.5566976586,0.8590604026845637,False
78,mp-15796,0.0,208,LiHoSe2,R-3m,6.084127553263583,4.295550106187884,3.1501467377012955,5.64241279635255,5.6339503955,5.6339503955,0.87248322147651,False
79,mp-15797,0.0,206,LiErSe2,R-3m,6.140572270022784,4.330900211712199,3.148581777510272,5.70035135173162,5.6746005136,5.6746005136,0.8859060402684564,False
80,mp-15845,0.0,611,SrLi4N2,I4_1/amd,12.060536625560507,10.801870203516197,5.623438015135689,7.907150788326534,5.6277959261,6.0266161175,0.9930555555555556,False
81,mp-15960,0.0,207,Li5AlO4,Pbca,13.27547797287892,13.171356580900753,8.549917877264948,9.821482442403951,6.464765427,8.3604485922,0.9736842105263158,False
82,mp-15988,0.0,176,Li2CuSb,F-43m,9.343817748519706,6.359101788176866,3.5507558345572363,7.503265736631188,7.2939106243,7.2939106243,0.9191919191919192,False
83,mp-15999,4.432e-05,381,Li3AuS2,Ibam,9.06896781312622,7.250507512462024,3.5120133896126906,7.535913025876203,7.0010232699,7.0010232699,0.9403973509933776,True
84,mp-16055,0.0,526,KLi3Zr2(Si2O5)6,P6/mcc,13.040610180389749,13.756113023738022,4.277783322419004,6.421183320410324,8.0503547093,16.7548735103,0.9044117647058824,False
85,mp-16264,0.0,112,LiCaSb,Pnma,9.64989864709726,5.648813803170577,3.457577125534224,8.02466473449765,7.8932656639,7.8932656639,0.8490566037735849,False
86,mp-16577,0.0,578,Li2CaHfF8,I-4,11.77418526452428,9.009957999279925,5.0563450590163495,8.843201984083406,7.469819503,11.9951028855,0.9612903225806452,False
87,mp-16691,0.0,865,SrLi2Ti6O14,Cmce,11.739075882955836,11.464029355281491,5.70123961925713,7.797997610159731,4.9673268327,9.3887937962,1.0,False
88,mp-16792,0.0,796,Ba4LiTa3O12,P6_3mc,11.381144699350688,8.836365942638817,3.7638955600146153,5.314706427245056,4.6717253881,7.6073382205,0.992063492063492,False
89,mp-16804,0.0,324,LiCaPO4,P31c,12.714751200979018,13.729459272378726,3.61155167792584,6.918134291239378,10.6057479232,10.6057479232,0.8461538461538461,False
90,mp-16872,0.0,335,RbLi2Ga2(BO3)3,P2/c,19.22591598680773,15.427382639682166,3.882758965576052,7.185530886849213,11.8768603072,11.8768603072,0.94,False
91,mp-16947,0.0,699,LiAlGeO4,R-3,12.779813176478092,13.243661267458377,5.67731826361853,9.59533452034832,10.0088196789,12.0330753917,0.8493150684931506,False
92,mp-16996,0.0,641,Li3GaSiO5,Pna2_1,12.511791633070464,13.063220213828531,6.165831145835612,9.16840035360353,9.8178198123,11.474715282,0.8731343283582089,False
93,mp-17056,0.0,553,LiZnPO4,R3,12.772023307197092,14.52713547910402,5.097303208966449,9.456985347304371,9.1709853839,11.7441396436,0.7857142857142857,False
94,mp-17208,0.0,646,K2Li14Zr3O14,Immm,13.327049834425049,11.490456865283583,5.786652268050392,8.628536883792256,6.047995853,12.328787467,0.9875776397515528,False
95,mp-17240,0.0,657,RbNa3Li12(SiO4)4,I4/m,12.923336659270408,12.5305578636655,5.579585827876198,7.438897132739146,3.8200448857,7.3736858218,0.9457364341085271,False
96,mp-17288,0.0,155,Li2ZnSiO4,P2_1/c,12.590532593242646,13.274824443050974,6.064957002970918,9.51225806728442,9.0489229133,9.0489229133,0.8548387096774194,False
97,mp-17685,0.0,704,Li3GaGeO5,Pna2_1,12.578956791566638,12.019598321143771,5.594377011725745,9.177903440200971,9.422486868,11.6704664162,0.9387755102040816,False
98,mp-17718,0.0,591,CsKNa2Li12(SiO4)4,I4/m,12.766890603149102,12.740777193947034,5.197712137795835,6.55786939006564,3.0521859595,5.4529238912,0.967479674796748,False
99,mp-17774,0.0,808,K2Li3GaO4,P2_1/c,11.939920935085462,9.898438439866649,5.072713436188613,7.1161942285918505,3.7095400569,5.9111112554,0.9938271604938272,False
100,mp-17807,1.735e-05,340,LiUNbO6,P2_1/c,9.577865991773104,10.41230786514245,4.394076657370311,6.873104957528844,5.2807591922,5.2807591922,0.75625,True
101,mp-17854,0.0,173,LiInGeO4,Pnma,8.969735236760059,10.564152492143563,5.253219260011261,6.80584325795301,3.9584851411,4.2481755233,0.8671328671328671,False
102,mp-18037,0.0,744,LiNbZnO4,P4_322,10.036032058604864,10.463677419674443,4.684466180945905,7.625710792645476,6.0362971293,7.2443122978,0.8727272727272727,False
103,mp-18048,0.0,357,LiZnAsO4,R3,12.804329432514631,11.606739096788235,4.192596397410907,8.546162131657017,8.5104964367,10.9713629452,0.927927927927928,False
104,mp-18147,0.0,53,LiGaSiO4,R3,12.936862129388809,13.47775623568006,5.758444197866845,9.822409054358314,9.8565701082,12.8135412739,0.8220338983050848,False
105,mp-18194,0.0,586,LiTb(PO3)4,C2/c,11.594258838814383,15.669932300307268,4.5937176880290735,8.578179527104536,9.0827352507,11.3011689558,0.5714285714285714,False
106,mp-18220,0.0,603,LiAlSiO4,R3,12.492872404417897,14.861791826440037,6.768180752799902,9.839483977204836,8.8551933042,12.8686983533,0.8613138686131386,False
107,mp-18274,0.0,411,Ba4LiNb3O12,P6_3mc,10.044376208444277,8.759411438628826,3.360685044294549,3.668863950678832,3.3377709403,11.5072262786,1.0,False
108,mp-18422,0.0,751,RbLiZn2O3,P4_2/mnm,12.09544693307738,9.148290347685998,4.217389375548111,7.304880371910973,8.6759478285,8.6759478285,0.972972972972973,False
109,mp-18495,0.0,418,SrLi(B3O5)3,R3c,27.290452787838923,20.61586107238581,3.9312486352617073,4.612878169106598,14.5440615145,19.1600482957,1.0,False
110,mp-18640,7.124e-06,40,LiTi2(PO4)3,R-3c,5.309827157606881,14.598695341842166,4.63607499816339,3.0246947131118747,2.6570185783,2.6570185783,0.6612903225806451,True
111,mp-18711,0.0,238,LiNd(PO3)4,C2/c,11.521318532400338,14.971075514293103,4.766833426493492,8.795897324257858,8.8773020163,8.8773020163,0.5481481481481482,False
112,mp-1960,0.0,510,Li2O,Fm-3m,12.741668193277016,13.16981319145937,9.870183883276129,9.66165614675386,7.2810303735,7.9636269522,1.0,False
113,mp-19896,5.499e-05,177,Li2GePbS4,I-42m,9.254659892214637,6.480725771044163,2.9631722965958374,6.411692536101145,7.4189132345,7.4189132345,0.926829268292683,True
114,mp-19970,0.0,105,Li3CuO3,P4_2/mnm,12.61385971003309,12.009007448847418,5.978916781848476,7.1239313493008005,4.8888773199,13.7598245214,0.9876543209876544,False
115,mp-20187,,89,LiInSe2,I-42d,9.674778867231192,5.341757391009327,2.6563262939841508,6.864794313783907,9.8653736558,9.8653736558,0.735632183908046,
116,mp-20310,,612,LiInSe2,Pna2_1,9.487397583753872,5.257474592950593,2.5537876688145533,6.6982907366812725,9.4572795576,9.4572795576,0.7938144329896907,
117,mp-2074,0.0,829,Li3Sb,Fm-3m,8.644770958285639,7.19871186920043,3.882729385562792,6.392291303591039,4.8802020775,4.8802020775,0.940677966101695,False
118,mp-20782,,125,LiInTe2,I-42d,9.188611218036131,4.452186039423351,2.0370486835141324,6.402716022258731,9.2866665945,9.2866665945,0.6376811594202898,
119,mp-21496,0.0,799,LiLa4CuO8,Cmmm,12.921565152648917,8.635307577497109,4.010005273602907,5.760192224212562,5.5710775719,15.1138287932,0.9166666666666666,False
120,mp-22170,0.0,80,Li4PbO4,Cmcm,13.228543249971128,11.358667289265712,4.9893111678420405,9.743863507859794,11.0656617539,13.1031232067,0.9797297297297296,False
121,mp-22450,0.0,519,Li2PbO3,C2/c,8.540692065847615,8.649926557208593,4.474917579655607,6.215952918292989,4.2858771174,6.9530943426,0.9151515151515152,False
122,mp-2251,1.965e-05,766,Li3N,P6/mmm,12.168971058274767,12.106603026605336,6.497232175582353,6.149336982145725,4.1945395445,5.5103433316,1.0,True
