,-10.0THz,-9.75THz,-9.5THz,-9.25THz,-9.0THz,-8.75THz,-8.5THz,-8.25THz,-8.0THz,-7.75THz,-7.5THz,-7.25THz,-7.0THz,-6.75THz,-6.5THz,-6.25THz,-6.0THz,-5.75THz,-5.5THz,-5.25THz,-5.0THz,-4.75THz,-4.5THz,-4.25THz,-4.0THz,-3.75THz,-3.5THz,-3.25THz,-3.0THz,-2.75THz,-2.5THz,-2.25THz,-2.0THz,-1.75THz,-1.5THz,-1.25THz,-1.0THz,-0.75THz,-0.5THz,-0.25THz,0.0THz,0.25THz,0.5THz,0.75THz,1.0THz,1.25THz,1.5THz,1.75THz,2.0THz,2.25THz,2.5THz,2.75THz,3.0THz,3.25THz,3.5THz,3.75THz,4.0THz,4.25THz,4.5THz,4.75THz,5.0THz,5.25THz,5.5THz,5.75THz,6.0THz,6.25THz,6.5THz,6.75THz,7.0THz,7.25THz,7.5THz,7.75THz,8.0THz,8.25THz,8.5THz,8.75THz,9.0THz,9.25THz,9.5THz,9.75THz,10.0THz,10.25THz,10.5THz,10.75THz,11.0THz,11.25THz,11.5THz,11.75THz,12.0THz,12.25THz,12.5THz,12.75THz,13.0THz,13.25THz,13.5THz,13.75THz,14.0THz,14.25THz,14.5THz,14.75THz,15.0THz,15.25THz,15.5THz,15.75THz,16.0THz,16.25THz,16.5THz,16.75THz,17.0THz,17.25THz,17.5THz,17.75THz,18.0THz,18.25THz,18.5THz,18.75THz,19.0THz,19.25THz,19.5THz,19.75THz,20.0THz,20.25THz,20.5THz,20.75THz,21.0THz,21.25THz,21.5THz,21.75THz,22.0THz,22.25THz,22.5THz,22.75THz,23.0THz,23.25THz,23.5THz,23.75THz,24.0THz,24.25THz,24.5THz,24.75THz,25.0THz,25.25THz,25.5THz,25.75THz,26.0THz,26.25THz,26.5THz,26.75THz,27.0THz,27.25THz,27.5THz,27.75THz,28.0THz,28.25THz,28.5THz,28.75THz,29.0THz,29.25THz,29.5THz,29.75THz,30.0THz,30.25THz,30.5THz,30.75THz,31.0THz,31.25THz,31.5THz,31.75THz,32.0THz,32.25THz,32.5THz,32.75THz,33.0THz,33.25THz,33.5THz,33.75THz,34.0THz,34.25THz,34.5THz,34.75THz
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.049819189974966e-06,0.0003804320864563585,0.0015847393882429906,0.0051010592900152165,0.01069911222080579,0.01646054719182665,0.02713647001830781,0.044390316546139966,0.08117744023925177,0.08309585276610978,0.07646140683177495,0.08293871539320902,0.12291299601768223,0.17128756504343456,0.12787385220654032,0.15418695123889364,0.2155985316835688,0.161566396931793,0.2506627902594449,0.19910099381979654,0.2077309682789925,0.1950757750650231,0.1639077904101621,0.30941000386988465,0.43649478019198634,0.2959738693467217,0.32364138185789665,0.38808424785108986,0.23620029931123332,0.20819283709157055,0.22057476434632797,0.197803984635274,0.2406239411919494,0.28208650049988815,0.24384381212275422,0.428811835712845,0.4355314744833346,0.5585419855743048,0.04003118702130634,0.0013807854344563073,4.2762081210162535,1.7994263131289134,3.2914555296471755,2.0242209618301485,5.4893369293663445,2.4753626324136926,2.6879093849420714,2.4298221919448535,1.540793090596205,1.084849425487181,0.640195557360559,1.1387614170764098,1.8181677473956919,1.6211034729518994,1.7035722941409641,3.0259975492012465,1.082064517656743,0.17063148516827156,0.2979658193258816,0.18239034904097,0.22460154476829328,0.19664399493971912,0.14911400868458552,0.10977572624486842,0.36036049557914235,0.6057487219046684,0.5977043707390353,0.26126877706685936,0.09191325616815714,0.03995807611561644,0.005105189290202566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001162764554312557,0.0030692723915748516,0.004845491635978194,0.006690269063713879,0.008749094378271524,0.010836155586450232,0.012942612009895977,0.03563278024928095,0.05460647285369865,0.056922881553239865,0.04977921782688992,0.03566375585429887,0.015772120627447657,0.013353240569613163,0.07116221639659728,0.17320244163182325,0.3101900420184134,0.24561063351831772,0.17923407791641052,0.20131856586894673,0.23114735349321283,0.26753242280697903,0.3025279182764714,0.31298962216388726,0.22418243464300416,0.17043022122413762,0.1484646076489739,0.10197007518635984,0.06057504589827143,0.0618887893346895,0.08665404323298662,0.134190417420392,0.08336387154402096,0.02291167867125465,0.012977994796272228,0.0055942861442896275,0.0008617548023042276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182619053537281,1.8224010653905593,2.4081805546226036,1.6470728481207295,2.010964595870378,2.5555671391438097,1.5464865577796985,1.1604477975240182,1.6280627592135692,0.9629874968790434,0.0,0.0,1.7819050559870315,6.1835454556030385,6.008414309713323,4.214045776899485,3.239844384827095,2.213890934032865,1.1062180798803416,0.4526090879009644,0.0029960459551152223,0.07265058702895875,0.22302924395564022,0.5104744552914682,0.41232442492015253,0.15203772511289654,0.059694339823731776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016552176136347213,0.046951674660792184,0.024326814614762854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.414548898119077e-05,0.0001602484159487065,0.00318663782166783,0.006039712723067588,0.005173499959729878,0.005269752742034927,0.006354923063685703,0.003884400787891891,0.0010761952820576028,0.0007812486552072442,0.00044829984419725505,7.353908192307202e-05,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014329380352096801,0.006351900106069089,0.007087479468609671,0.0057684907839795595,0.0051654527697829475,0.0055279332118552,0.006491267444677238,0.008127935837584201,0.013589129249642973,0.019385931828891714,0.025324885071747627,0.03199987518190127,0.0393488787852369,0.05411929144116761,0.058884201457222105,0.07221482890818545,0.09250409160457802,0.11949767799022065,0.1212364087773005,0.1017224146328077,0.17302656897525778,0.3288395307353185,0.27136124129677025,0.02842593315562997,0.08029200911870482,0.20007436051434044,0.3194695047648336,0.07023579864506274,1.6978752953531535,1.846625214746951,1.0005965807345716,0.9640928108922502,0.8181837283042972,1.770026278621285,2.292877501470945,1.1168089710725264,1.188616012364165,1.4292474008977356,1.2611642600714805,1.9171673216088352,2.078169059482665,2.016384417665372,0.9661888228135824,1.8331248836786402,2.2205177448529887,3.48004793777394,2.0955084611620447,1.6394447663946083,1.977829764098658,1.907644048443144,1.2061288938776893,0.8791648640903591,0.6548221110688712,0.5000363525635452,0.6282955829035082,0.5386932912169575,0.28713116002605027,0.2016270403947815,0.18720133649566087,0.14918018331042324,0.0958623761524721,0.05045614819415243,0.0,0.0,0.009564897774236135,0.01823149128970243,0.033338225616736536,0.028123864305728195,0.05566014206135323,0.14047245283856283,0.13326303284887242,0.1331134832412138,0.11501131546135465,0.10315322586489731,0.08728513013916563,0.07148119064593385,0.05487815629292347,0.052070676310870895,0.05109690102816547,0.029629699258686464,0.07418583356164946,0.07613230912792017,0.048772518145606424,0.0614527765979228,0.07185156263754443,0.05438323029084555,0.03223979386119008,0.04073022485525722,0.043708079791121394,0.030165988813255003,0.011838400022632901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010541036485811793,0.0012663246779234816,0.0033923401126129495,0.00688683582530855,0.01965493017977196,0.02905783561572952,0.04972653625336232,0.07426893692549165,0.1633849291639082,0.30424435904106983,0.3425964667533907,0.24673425078140507,0.06971190834371853,0.04685237365910785,0.11183075888145572,0.09689866919841505,0.253153195236042,0.4877491511408678,2.394812874909004,4.311657261142027,3.278427703846822,5.93618561918524,4.609190037058989,6.083105016078406,4.942948534898586,3.978141586175715,8.033098395015045,6.688349673430177,5.663224045909593,4.387160850111317,3.0295112982266437,3.1038753749258174,1.471776830291812,1.124882830357625,1.2811827162771166,0.9336535976393544,1.0841979437521725,1.1324965652530807,1.2734813132175153,0.7726529238267811,1.0566873054736354,0.7340671393691072,0.5023613924927102,0.13913133030495695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011242245686059664,0.0035804694055815225,0.005637786035858568,0.007220278038126063,0.007490654570844083,0.006192142661718577,0.005095495076466688,0.0042413196627042555,0.0038845010174791295,0.0041278236688061815,0.004334476744597364,0.004496679452462956,0.005018451138143923,0.00597808412243371,0.00906452579217488,0.014752735228710291,0.021243201307385814,0.028719583797770683,0.03326582572038931,0.03419461515934367,0.0397142429936541,0.05092757560883651,0.054075704800848105,0.047175182074284186,0.04812234960629566,0.05889208110754178,0.061496102452060004,0.05383253354080984,0.051316791999323534,0.05530371186230126,0.05219143953544669,0.04007030880453863,0.03368948999954697,0.03462664865228123,0.03256962543795802,0.026677918012928577,0.01825710266464116,0.006582300601876503,0.007023195896350875,0.02312420687644735,0.03269477829564745,0.03378549769684926,0.03131890042403366,0.024211759176337135,0.015815977001466627,0.00573138786928549,0.009674249597804212,0.032085534182227246,0.04115295820788871,0.032570704641004734,0.035049059923789115,0.05222479205865184,0.05437325243753213,0.03646093544325987,0.02277450501091941,0.014755601686895747,0.011534301474366885,0.014777124028655192,0.02419061650421428,0.0419568396744133,0.049384780780880266,0.04275364440594,0.03651674924899369,0.03081847620868992,0.028047936520641432,0.02929594176224476,0.030734070870697797,0.03243437455218147,0.034449559380540416,0.03690097739856984,0.04744527994351262,0.06925364422644296,0.06777235217231252,0.033724196907049024,0.01620200320327596,0.021896607519747195,0.022111753008569886,0.014593015885591368,0.010503703619895942,0.011277423414281843,0.035967814940982355,0.09473150298228297,0.10462066897631732,0.044553803903917194,0.0072540571867891245,0.0026945321167096067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022089721569777232,0.07778994676647648,0.14506129172533097,0.23002212300829158,0.2447440401238681,0.1515775671126098,0.08254011612307514,0.05074147528555185,0.03854105882448347,0.05673087617858254,0.07014938723273174,0.0761339768448213,0.06937851381680045,0.04267881559302224,0.05508368612553648,0.12899793367848644,0.2830036050476452,0.5635906192565511,0.6722790787408237,0.507989324455671,0.3718931110701804,0.28078313949597217,0.18162094519834585,0.06954886298797458,0.028537530552797896,0.10200244552276733,0.28725276786229537,0.6534503252258463,1.1935210871970783,2.0163942504098573,2.484390254641171,2.372404325098558,1.8672741559862698,0.7165243449816683,0.0344422021663477,0.12571818834126644,0.18233144976846144,0.18147067798781985,0.15880008105605672,0.09979182245787849,0.051104957115464165
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012849268022070363,0.014114728920059699,0.016304155012481936,0.017561280745452757,0.018723590318573593,0.01794172354329484,0.01634962911201671,0.01606064955577684,0.01684663398699768,0.017931560240617976,0.01923183539402206,0.021088478254756318,0.023780009203936272,0.027808794289726418,0.03483846930600741,0.04484099055336271,0.05637273434206136,0.07585300052781051,0.11965463285202628,0.23343042312713508,0.24679828385412017,0.2873448343022168,0.33813866735933246,0.4423537408800118,0.6281040856671722,0.8876593567834722,1.1153883359687535,1.0720897134944372,0.7549607434061039,0.8177824019067199,0.6074382346504567,0.6419412451491624,0.7126968536108109,0.8708598710490959,0.9746625500391094,0.8614840207947323,0.5435655222255115,0.29314795240767,0.6073547276122424,1.0696672097421005,0.7224516968181416,0.9325598663395129,1.0470824635441545,0.6871165451879583,0.5933434496856782,1.2072238049252186,0.860094452520403,0.9750321218907073,0.6762004746371232,0.8785149333837885,0.8486964680459771,0.6018725083233305,0.5091145401579346,0.630580802775378,0.5765966512313748,0.44719158507902684,0.45272780081493685,0.6082754263595325,0.9437301065965915,1.2583417134792474,1.0805460349135108,1.615429542754116,1.293895965027338,0.9166832805148123,1.0629085939193412,0.7083591479492513,1.1451825611621933,1.6950983265723338,1.8133141624195868,1.188097582997916,1.234739720503177,1.0994312105967883,0.8613532412185624,0.7991981388624549,1.0570994316118825,0.9178165811099905,0.549125960318138,0.74446192743271,0.8142692910337646,1.148706414371362,1.2405743500544102,1.4952132706710692,1.7549861421673332,1.8040783514145082,1.9489014892078644,1.9039871720437098,1.7353759847716381,1.4078295991838172,1.08103531746552,1.1221416796612698,0.9611364744269939,0.9410674055890175,1.0666443907023702,0.8097153197754839,0.24081861412627417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6974493848772314e-05,0.0037859694458780638,0.01490164879062994,0.052910248072519574,0.10185412260656204,0.2079695835712428,0.2503133916630932,0.37242704546817484,0.6619279686851177,1.0381599746183745,0.4090279429198288,1.5747684476460062,1.5582960158138,0.5791592867026665,0.7699831173796385,0.7891327251914347,1.0096834114488449,0.6478534198555912,0.08906227340217748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3709251828443882,0.0,10.326936429099447,11.135047788296163,11.487632357027938,11.159906351095717,12.129338273100213,16.604251085658877,15.245736798994237,16.849145031443474,17.868114411962885,17.997985089045642,15.627280176997187,14.184141967824297,14.906572160741357,10.660612491432596,14.510287125699989,15.32839182293785,22.36698555694203,15.119305666753032,7.50143126804912,12.19475418009641,14.348713485614045,13.641507891803474,2.7566824370842453,12.979762771345886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.457844429719258e-05,0.0005726649106631278,0.0020930030748330906,0.005867228209431568,0.012658904874036175,0.020222561569633188,0.03486368988437822,0.04816179861260133,0.06144084735945843,0.07969161860159624,0.10614563399100413,0.15506306220912824,0.20833725268851308,0.22329392559536748,0.20579879960796577,0.23324824010949352,0.18654273696496448,0.24335603419549412,0.22900365906934597,0.2919486780686503,0.3688770119712304,0.499490635065875,0.6242105104841013,0.6495003296091414,0.8227608005009339,0.6880597319937249,0.5345071384261803,0.3948022490212964,0.551271208123696,0.7046268888246396,1.1242807755370055,1.2966817596440516,1.0775007420846459,1.4109468088123438,0.916666418373997,0.9804619140507385,1.4656715224439596,1.7419373671354392,2.3208214102359572,2.616170108590939,2.1542286663677053,1.5535247305828435,0.862775531588515,0.46959702143000265,0.7809999746603824,2.2881669874031747,2.305935265367947,2.3994323902774912,2.0560021142702083,1.6714893732401355,1.8309556170645993,1.8132370995878189,1.4461075445906766,1.5015161439295546,2.3676464301363023,6.078556403569707,4.532748719765012,3.275678993786428,2.917117075366703,4.005950224999717,4.470586008792979,5.519171222939812,3.5520731383869055,4.112846197040756,3.5088893171064317,1.1072442604506985,0.5468558851376992,0.49453155556976897,0.439004097540568,0.4262459621219701,0.4472873556170836,0.20102203823097872,0.0,0.0,0.0,0.0,0.0,2.9807283985735435e-05,0.040535160195327526,0.03029147319689194,0.035811347154441675,0.04158703842825287,0.05708431672526922,0.06659694625862284,0.09899122382323988,0.11928830904493451,0.06244671688008782,0.04746326571512646,0.030261405248302398,0.0,0.0,0.0,0.0,0.11527699573977651,0.10593305310123761,0.10224982278964743,0.10640496391428866,0.07232820193081846,0.015419278425995685,0.005228942530451318,0.0026407448746163537,0.0004957281406409392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.307335866981451e-07,2.7675981742364007e-05,0.0001819444567727017,0.0007362680833766541,0.002193345295355713,0.00410200006130309,0.007204627911966208,0.012873875455712783,0.02696786098818616,0.04926579932370393,0.05496965939631318,0.04561338156073398,0.0531953844791959,0.08159247617756354,0.08956292674137921,0.08516790293257898,0.091724615998274,0.13485466247936598,0.11660041377226252,0.10275071916962795,0.16744873701365254,0.09899141351621134,0.1301374429802687,0.15562828565487277,0.16718431148016277,0.11239326315667061,0.10190742148556502,0.055591397783104866,0.0,0.03400752878179153,0.14470795594572855,0.16732203814097613,0.09273471652899258,0.1304201644820729,1.469250884692288,0.7538718109925995,0.5783772600525934,0.946456124287566,1.2203739830114821,1.1916939197969159,0.26563521552818425,1.586401068316859,1.1675650674570137,0.7783514965952467,1.0530650924735347,1.3581125782825363,0.7577400168595472,0.16245017199737766,0.09156253664895626,0.34389502091547525,0.2934838297875053,0.39749888163409275,0.26444409052090984,0.12754090931558415,0.017699346760566115,0.0,3.7050983978974648,0.8928356906441994,0.0,0.0,0.3380994174299297,0.13378503097749989,0.0004149084608803329,0.3616432258394533,0.2044377030124246,0.4009445907548428,0.04606580640578203,0.13590141185268562,0.11484760746667289,0.04530898889654638,0.08659018774605812,0.10508757494699858,0.08464825901664878,0.15362008175006947,0.07936192537383939,0.003727877574567804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011557769471926589,0.02825203819972787,0.004855257927071428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010864132655712235,0.0016368252066278816,0.0018093430535070227,0.0013398879907499405,0.0011555726716865344,0.0008648468198797089,0.00024813715873311113,0.0,0.0,0.0020568643192477457,0.018169648122198907,0.0,0.0,0.0,0.0010138709614105567,0.004456560622623278,0.0011103102222839857,0.0019600386147710556,0.0018801898967535091,0.0012752748539421356,0.002760759218494201,0.0014209554241627,0.0019546488195316923,0.0019432395981488113,0.0024654896711329977,0.0003129971284829053,0.0006152198471935773,0.0008272781029084346,0.0009912068755881906,0.0014897209932266064,0.0019109245071824508
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000590834310614629,0.0034269447657774973,0.00793036035885399,0.012320183726167683,0.01950253277195682,0.03685615827393921,0.05561558413193989,0.08094505065969557,0.12749575217808998,0.17937613238165515,0.22917698205416445,0.2780702654337032,0.423629867853171,0.5441295686822112,0.4896937538459558,0.48605717671594606,0.723220576705363,1.1943169674811205,1.383690081665882,1.201695539990583,1.141788763989377,1.1797653019081678,1.4443420995013259,1.9854145728371015,2.200855133204753,1.846606549084011,1.7673672485121936,1.8795634775964216,1.5359318303263387,1.6173856087716607,1.6246721783999067,1.6128164902874418,2.02225724056288,2.8963575139153757,3.3576696796157623,2.5257756455267564,2.2840993473245614,2.136805763778172,1.954466116516104,2.5289347257071344,3.1386695949485706,4.465098234563946,5.396057059807567,4.473484610583313,3.5851017232527185,3.443909093679966,2.897053694630881,2.1676590683651655,2.7783764355519556,3.99941437233569,3.179387334708623,2.260340638320855,3.371384038032892,3.4223458851496757,1.3833513519354907,0.2782273892064143,0.26994466605651374,1.8309472580161323,5.443820419268286,5.801685051665062,3.020863988202298,2.6701982872747747,1.230724644697153,0.0,0.0,0.0,3.0932464780426656,5.010710840110861,2.8257817054292658,1.9213397398519312,0.6516861213660352,0.5914306141978971,0.7599685503757503,1.1486816475968895,1.021232209227378,0.9651092048488055,1.2986479488479137,1.384843841979016,0.580643751343701,0.0,0.0,0.0,0.00189087191888492,0.012498686196033545,0.02423296393755751,0.029335553024824598,0.03421503682217799,0.029085483217596693,0.03990171593542126,0.07419229525051513,0.10841478959262547,0.0720970343421527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012212646632378405,0.08216004673605223,0.07904821618074194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
